Threshold,Risk_Precision,Risk_Recall,Risk_F1,Risk_Specificity,Risk_Accuracy,False_Alarms,False_Alarms_per_minute,seed,Model,Model_Backend
0.1,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.2,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.3,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.4,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.5,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.6,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.7,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.8,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.9,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,401.0,33.416666666666664,27,Union-Find detection oracle,diagnostic_reference
0.1,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.2,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.3,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.4,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.5,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.6,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.7,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.8,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.9,0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,5069.0,422.4166666666667,27,Shallow ML (GBR),scikit_learn
0.1,0.3019751280175567,1.0,0.46387234520732673,0.07106697819314642,0.3373611111111111,4771.0,397.5833333333333,27,Kinetic-TopoGuard,scikit_learn
0.2,0.5603905160390517,0.9733527131782945,0.711276332094176,0.6931464174454829,0.7734722222222222,1576.0,131.33333333333334,27,Kinetic-TopoGuard,scikit_learn
0.3,0.7232415902140673,0.9166666666666666,0.8085470085470086,0.8590342679127726,0.8755555555555555,724.0,60.333333333333336,27,Kinetic-TopoGuard,scikit_learn
0.4,0.826461259628455,0.8837209302325582,0.8541325216576914,0.9254283489096573,0.9134722222222222,383.0,31.916666666666668,27,Kinetic-TopoGuard,scikit_learn
0.5,0.8880976602238047,0.8459302325581395,0.8665012406947891,0.9571651090342679,0.9252777777777778,220.0,18.333333333333332,27,Kinetic-TopoGuard,scikit_learn
0.6,0.9327354260089686,0.8062015503875969,0.8648648648648649,0.9766355140186916,0.9277777777777778,120.0,10.0,27,Kinetic-TopoGuard,scikit_learn
0.7,0.9652820830750155,0.7543604651162791,0.8468860484090291,0.9890965732087228,0.9218055555555555,56.0,4.666666666666667,27,Kinetic-TopoGuard,scikit_learn
0.8,0.9789473684210527,0.6308139534883721,0.7672362993517974,0.9945482866043613,0.8902777777777777,28.0,2.3333333333333335,27,Kinetic-TopoGuard,scikit_learn
0.9,0.9950657894736842,0.2931201550387597,0.4528443113772455,0.9994158878504673,0.7969444444444445,3.0,0.25,27,Kinetic-TopoGuard,scikit_learn
