Threshold,Risk_Precision,Risk_Recall,Risk_F1,Risk_Specificity,Risk_Accuracy,False_Alarms,False_Alarms_per_minute,Alert_Events,True_Alert_Events,False_Alert_Events,Ground_Truth_Fragmentation_Events,Missed_Fragmentation_Events,Alert_Event_Precision,Alert_Event_Recall,Alert_Event_F1,False_Alert_Events_per_minute,seed,Model,Model_Backend,Split
0.1,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.2,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.3,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.4,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.5,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.6,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.7,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.8,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.9,0.8502415458937198,0.859375,0.8547838756677999,0.9749028497409327,0.9584722222222222,155.0,12.916666666666666,0.0,0.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,7,Current-state persistence baseline,deterministic_persistence_baseline,test_sensitivity_only
0.1,0.17716262975778546,1.0,0.3009994121105232,0.22992227979274613,0.33944444444444444,4756.0,396.3333333333333,198.0,49.0,149.0,129.0,80.0,0.2474747474747475,0.3798449612403101,0.2996941896024465,12.416666666666663,7,Shallow ML (GBR),scikit_learn,test_sensitivity_only
