Threshold,Risk_Precision,Risk_Recall,Risk_F1,Risk_Specificity,Risk_Accuracy,False_Alarms,False_Alarms_per_minute,seed,Model,Model_Backend
0.1,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.2,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.3,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.4,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.5,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.6,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.7,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.8,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.9,0.6632406287787183,0.6796778190830235,0.671358629130967,0.9002864303616184,0.8508333333333333,557.0,46.416666666666664,47,Union-Find detection oracle,diagnostic_reference
0.1,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.2,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.3,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.4,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.5,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.6,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.7,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.8,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.9,0.32113985448666127,0.9845105328376704,0.48430356598597984,0.3986752595775152,0.53,3359.0,279.9166666666667,47,Shallow ML (GBR),scikit_learn
0.1,0.22932651321398123,1.0,0.37309292649098474,0.02900107411385607,0.24666666666666667,5424.0,452.0,47,Kinetic-TopoGuard,scikit_learn
0.2,0.39994984954864593,0.9882280049566295,0.5694394858978936,0.5716075904045829,0.665,2393.0,199.41666666666666,47,Kinetic-TopoGuard,scikit_learn
0.3,0.49966442953020135,0.9225526641883519,0.6482368306486722,0.7330827067669173,0.7755555555555556,1491.0,124.25,47,Kinetic-TopoGuard,scikit_learn
0.4,0.6024873330262552,0.8104089219330854,0.6911492734478203,0.8455066237021124,0.8376388888888889,863.0,71.91666666666667,47,Kinetic-TopoGuard,scikit_learn
0.5,0.7058823529411765,0.6914498141263941,0.6985915492957747,0.9167561761546724,0.86625,465.0,38.75,47,Kinetic-TopoGuard,scikit_learn
0.6,0.8040600176522507,0.5644361833952912,0.663269020749909,0.9602577873254565,0.8715277777777778,222.0,18.5,47,Kinetic-TopoGuard,scikit_learn
0.7,0.8784722222222222,0.47026022304832715,0.612590799031477,0.981203007518797,0.8666666666666667,105.0,8.75,47,Kinetic-TopoGuard,scikit_learn
0.8,0.9333333333333333,0.31226765799256506,0.467966573816156,0.9935553168635876,0.8408333333333333,36.0,3.0,47,Kinetic-TopoGuard,scikit_learn
0.9,0.958904109589041,0.08674101610904585,0.1590909090909091,0.9989258861439313,0.7944444444444444,6.0,0.5,47,Kinetic-TopoGuard,scikit_learn
